State,City,Zipcode,Bedroom,Bathroom,Area,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice,Bedroom_Flag
NC,Knightdale,27545,3.0,3.0,1690.0,0.2,349500.0,1900.0,35.814297,-78.46152,362000.0,0
NC,Forest City,28043,3.0,2.0,1540.0,1.06,239500.0,1655.0,35.325447,-81.89318,239900.0,0
NC,Charlotte,28212,4.0,3.0,1865.0,0.43,382466.7495428224,2263.0,35.20689,-80.74152,385000.0,0
NC,Fayetteville,28304,3.0,2.0,1319.0,0.27,196400.0,1494.0,35.01559,-79.018005,199999.0,0
NC,Wilmington,28401,3.0,1.0,1082.0,0.1539944903581267,194400.0,1895.0,34.239643,-77.93086,190000.0,0
NC,Roxboro,27573,3.0,2.0,1250.0,0.1699999999999999,189100.0,1350.0,36.43159,-78.96897,190000.0,0
NC,Wilmington,28409,4.0,3.0,1857.0,1.13,450900.0,2875.0,34.11757,-77.87962,657000.0,0
NC,Shelby,28152,3.0,2.0,1527.0,4.25,233900.8730780286,1749.0,35.2521,-81.47035,230000.0,0
NC,Smyrna,28579,3.0,2.0,1560.0,0.4899908172635445,321033.41896809713,1900.0,34.75965,-76.52163,325000.0,0
NC,Fayetteville,28303,4.0,3.0,2281.0,0.35,288800.0,2020.0,35.06597,-78.94062,289000.0,0
NC,Wilmington,28409,4.0,3.0,2170.0,0.3129935720844812,590100.0,2900.0,34.17389,-77.86425,589900.0,0
NC,Richlands,28574,3.0,2.0,1752.0,0.4,242700.0,1700.0,34.89463,-77.51166,249999.0,0
NC,Wake Forest,27587,3.0,2.0,1298.0,0.45,318700.0,1999.0,35.983196,-78.50262,315000.0,0
NC,Brevard,28712,4.0,2.0,1947.0,0.33,571700.0,2600.0,35.252377,-82.719635,565000.0,0
NC,Charlotte,28214,3.0,3.0,1769.0,0.138,333500.0,2014.0,35.268845,-80.93733,337000.0,0
NC,Huntersville,28078,4.0,3.0,2611.0,0.16,500800.0,2369.0,35.39205,-80.872086,525000.0,0
NC,Lake Lure,28746,1.0,1.0,380.0,0.4,415600.0,3105.0,35.4269,-82.18621,445000.0,0
NC,Hendersonville,28792,2.0,3.0,1922.0,1.0,446294.82546341437,2790.935694305666,35.376972,-82.36538,450000.0,0
NC,Spindale,28160,4.0,1.0,2255.0,0.64,221028.96426556545,1400.0,35.353176,-81.91716,215000.0,0
NC,Jacksonville,28546,4.0,2.0,1701.0,0.2300045913682277,284600.0,1700.0,34.782475,-77.30927,285000.0,0
NC,Greenville,27858,3.0,2.0,1950.0,0.8,251200.0,1800.0,35.57927,-77.29402,260000.0,0
NC,Burnsville,28714,3.0,1.0,1276.0,1.06,184600.0,1500.0,35.912502,-82.30442,199000.0,0
NC,Davidson,28036,5.0,4.0,3366.0,0.15,501600.0,2741.0,35.464684,-80.766335,500000.0,0
NC,Roanoke Rapids,27870,3.0,2.0,1242.0,0.18,63400.0,1300.0,36.435287,-77.65756,70000.0,0
NC,Troutman,28166,3.0,1.0,1312.0,0.26,200700.0,1099.0,35.705482,-80.89294,200000.0,0
NC,Richlands,28574,3.0,2.0,1654.0,0.38,269900.0,1474.0,34.905098,-77.5419,270000.0,0
NC,Raleigh,27603,4.0,3.0,1900.0,0.37,435369.15166377474,2944.8133263132568,35.671616,-78.6607,442500.0,0
NC,Maggie Valley,28751,4.0,4.0,3504.0,0.86,492370.5760224003,3487.8586102561876,35.51586,-83.133606,480000.0,0
NC,Banner Elk,28604,3.0,2.0,1555.0,0.1399999999999999,277700.0,2660.0,36.197327,-81.87386,279000.0,0
NC,Franklin,28734,4.0,2.0,1990.0,0.7699999999999999,199596.60036431657,2107.0,35.182686,-83.38792,189000.0,0
NC,Ayden,28513,3.0,2.0,1568.0,0.2399908172635445,195500.0,1849.0,35.485374,-77.42033,195000.0,0
NC,Angier,27501,4.0,3.0,2313.0,0.76,338200.0,2210.0,35.519573,-78.74144,355000.0,0
NC,Kannapolis,28083,3.0,2.0,1207.0,0.38,306300.0,1535.0,35.53091,-80.60369,305599.0,0
NC,Elizabeth City,27909,3.0,2.0,1630.0,0.3199954086317723,283100.0,2005.0,36.27612,-76.20963,290000.0,0
NC,Claremont,28610,2.0,1.0,933.0,0.17,229200.0,1250.0,35.77657,-81.11257,249900.0,0
NC,Angier,27501,3.0,3.0,2109.0,0.39,283600.0,1999.0,35.50098,-78.75338,300000.0,0
NC,Statesville,28677,3.0,2.0,1725.0,0.8,464412.3322562603,2304.695170487779,35.702164,-80.988335,480000.0,0
NC,Pikeville,27863,4.0,3.0,2520.0,0.7199954086317722,358700.0,2134.0,35.482895,-78.03369,360000.0,0
NC,Wendell,27591,4.0,3.0,1490.0,1.04,255600.0,1548.0,35.782936,-78.37527,260000.0,0
NC,Chapel Hill,27516,2.0,1.0,1068.0,1.74,287697.3917892078,1849.0,35.85626,-79.1441,298000.0,0
NC,Weaverville,28787,3.0,2.0,1659.0,7.03,402800.0,2999.0,35.72607,-82.47927,419000.0,0
NC,Robbinsville,28771,3.0,3.0,1834.0,16.27,310200.0,2100.0,35.284607,-83.6945,350000.0,0
NC,Jacksonville,28546,4.0,3.0,1678.0,0.2899908172635445,223100.0,1599.0,34.760674,-77.349075,227900.0,0
NC,Kings Mountain,28086,3.0,2.0,1754.0,1.33,157000.0,1829.0,35.19273,-81.39338,165000.0,0
NC,Durham,27704,4.0,3.0,2134.0,0.41,380000.0,2680.0,36.032257,-78.868,386900.0,0
NC,Sanford,27332,2.0,1.0,1050.0,0.92,169900.0,1500.0,35.37371,-79.102486,169900.0,0
NC,Waynesville,28785,3.0,4.0,1896.0,0.25,362400.0,3499.0,35.526222,-83.013985,375000.0,0
NC,Belmont,28012,3.0,3.0,1872.0,0.06,399700.0,2094.0,35.24064,-81.014046,399900.0,0
NC,Maiden,28650,3.0,2.0,1344.0,1.137,186230.7935315778,1797.0507557293708,35.551884,-81.206184,180000.0,0
NC,Asheville,28803,4.0,2.0,2188.0,0.22,827800.0,3229.0,35.53791,-82.527,825000.0,0
NC,Charlotte,28227,4.0,2.0,1812.0,0.215,350400.0,1994.0,35.22298,-80.66051,350000.0,0
NC,Kannapolis,28081,3.0,2.0,1041.0,0.16,215800.0,1350.0,35.524826,-80.62816,204000.0,0
NC,Hendersonville,28792,3.0,2.0,1210.0,0.57,317206.87992499,2076.1321156204694,35.38929,-82.333984,325000.0,0
NC,Winnabow,28479,3.0,3.0,1648.0,0.7670110192837466,371600.0,2400.0,34.187614,-77.98657,360000.0,0
NC,Wilmington,28412,4.0,3.0,2640.0,0.4530073461891644,541648.6429897548,2999.0,34.1604,-77.92607,550000.0,0
NC,Huntersville,28078,3.0,2.0,1509.0,0.327,393300.0,1984.0,35.397648,-80.87283,395000.0,0
NC,Belmont,28012,3.0,3.0,1425.0,0.18,376400.0,1915.0,35.232746,-81.04306,375000.0,0
NC,Waynesville,28786,2.0,2.0,2904.0,6.07,742275.1101666741,2623.2173370264895,35.456394,-82.99093,768000.0,0
NC,Charlotte,28212,4.0,3.0,1533.0,0.39,338000.0,1996.0,35.177757,-80.73562,348000.0,0
NC,Topton,28781,3.0,2.0,875.0,1.31,326600.0,1650.0,35.244987,-83.70673,349500.0,0
NC,Goldsboro,27534,2.0,2.0,1285.0,0.23623999999999992,240000.0,1474.0,35.464706,-77.901184,220000.0,0
NC,Coinjock,27923,2.0,2.0,2081.0,0.4800045913682277,279900.0,2695.0,36.34632,-75.94897,295000.0,0
NC,Fayetteville,28301,3.0,2.0,1339.0,0.16,190743.0633156389,1494.0,35.07731,-78.90286,185000.0,0
NC,Willow Spring,27592,3.0,3.0,2011.0,1.11,381600.0,2113.0,35.58709,-78.73397,395000.0,0
NC,Durham,27713,4.0,3.0,1919.0,0.43,484000.0,2220.0,35.924427,-78.90884,499500.0,0
NC,Newport,28570,3.0,3.0,3048.0,0.5199954086317723,341500.0,2999.0,34.727028,-76.937935,339000.0,0
NC,Charlotte,28216,3.0,2.0,2108.0,0.22,390961.7705982101,1854.0,35.28056,-80.86579,395000.0,0
NC,Hubert,28539,3.0,2.0,1040.0,0.2600091827364554,223300.0,1300.0,34.677517,-77.20288,223325.0,0
NC,Smithfield,27577,5.0,2.0,3759.0,0.171,191300.0,2450.0,35.507923,-78.33867,200000.0,0
NC,Boone,28607,4.0,3.0,3351.0,0.5,540288.1144765413,2969.1339274749016,36.248756,-81.68259,540000.0,0
NC,Wilmington,28405,3.0,2.0,1950.0,0.2929981634527089,401300.0,2258.0,34.297943,-77.878624,399900.0,0
NC,Blounts Creek,27814,2.0,2.0,1372.0,0.5300045913682278,138218.00902568054,1550.0,35.43054,-76.89736,125000.0,0
NC,Gastonia,28054,5.0,3.0,2973.0,1.32,375100.0,2538.0,35.256226,-81.115295,375000.0,0
NC,Hertford,27944,2.0,2.0,1751.0,0.5800045913682277,283900.0,1191.0,36.083233,-76.386086,285000.0,0
NC,Rockingham,28379,3.0,2.0,1552.0,0.7399908172635445,127600.0,1150.0,34.92341,-79.7565,135000.0,0
NC,Concord,28027,3.0,2.0,1586.0,0.52,341100.0,1954.0,35.36662,-80.61362,339000.0,0
NC,New Bern,28562,3.0,2.0,1664.0,0.4600091827364554,249100.0,1849.0,35.065823,-77.15146,250000.0,0
NC,Waynesville,28786,3.0,2.0,1624.0,1.9,298807.11713433004,1986.401853606742,35.464672,-83.03807,299900.0,0
NC,Jacksonville,28546,3.0,2.0,1241.0,0.1800045913682277,247700.0,1599.0,34.82519,-77.40801,247900.0,0
NC,Blowing Rock,28605,2.0,2.0,1221.0,0.35,376700.0,2500.0,36.175716,-81.665695,365000.0,0
NC,Zebulon,27597,3.0,2.0,1308.0,0.72,286500.0,1500.0,35.904877,-78.266335,290000.0,0
NC,Shelby,28152,3.0,2.0,2167.0,0.58,185700.0,1875.0,35.283573,-81.56649,195000.0,0
NC,Rocky Mount,27803,3.0,3.0,1850.0,0.3399908172635445,148900.0,1849.0,35.949654,-77.85753,149900.0,0
NC,Lexington,27292,3.0,2.0,1333.0,0.55,227700.0,1525.0,35.778404,-80.29002,229900.0,0
NC,Clayton,27520,3.0,2.0,1204.0,0.31,300200.0,1594.0,35.631233,-78.475815,300000.0,0
NC,Charlotte,28208,3.0,2.0,1120.0,0.16,254700.0,1499.0,35.25432,-80.878365,255000.0,0
NC,Roxboro,27574,2.0,1.0,1092.0,0.54,194200.0,1394.0,36.442688,-78.985306,194900.0,0
NC,Asheville,28806,3.0,2.0,1032.0,0.3,353300.0,2195.0,35.557457,-82.63163,370000.0,0
NC,Hope Mills,28348,3.0,3.0,1546.0,0.4599999999999999,193800.0,1684.0,34.917023,-78.91092,200000.0,0
NC,Sanford,27330,3.0,1.0,1025.0,0.24,185750.72598156933,1202.755627401843,35.46283,-79.17284,189000.0,0
NC,Marshall,28753,3.0,2.0,1724.0,0.94,253409.01949549257,2175.0,35.823143,-82.705025,249000.0,0
NC,Statesville,28677,3.0,2.0,1100.0,0.24,215531.69156283577,1280.0,35.76634,-80.89409,215000.0,0
NC,Cornelius,28031,4.0,3.0,2504.0,0.51,599100.0,2801.0,35.491486,-80.88291,619000.0,0
NC,Asheville,28805,3.0,2.0,2184.0,0.96,510700.0,3099.0,35.640583,-82.448875,499900.0,0
NC,Burnsville,28714,2.0,3.0,1760.0,0.56,248000.0,1999.0,35.97045,-82.31021,249999.0,0
NC,Fayetteville,28311,4.0,3.0,1942.0,0.26,302900.0,1849.0,35.18086,-78.86184,302500.0,0
NC,Castle Hayne,28429,3.0,2.0,1306.0,0.2899908172635445,324600.0,1937.0,34.296906,-77.92447,325000.0,0
NC,Charlotte,28277,3.0,3.0,1553.0,0.03,338600.0,2201.0,35.07986,-80.78569,339000.0,0
NC,Barnardsville,28709,3.0,2.0,1222.0,0.72,265700.0,1949.0,35.757584,-82.42922,270000.0,0
NC,Gastonia,28054,5.0,2.0,2240.0,0.32,241600.0,2040.0,35.23599,-81.18843,239900.0,0
NC,Wilmington,28411,3.0,2.0,1251.0,0.2646005509641873,326200.0,2100.0,34.296635,-77.83425,325000.0,0
NC,Sanford,27330,2.0,2.0,1304.0,0.35,210500.0,1688.0,35.481705,-79.21508,220000.0,0
NC,Fletcher,28732,4.0,2.0,2088.0,2.02,449100.0,2650.0,35.448986,-82.40813,464000.0,0
NC,Grifton,28530,4.0,3.0,1960.0,0.3,141457.8463095039,808.0,35.376686,-77.443436,120000.0,0
NC,Newland,28657,2.0,2.0,770.0,0.15,345368.90244012995,2102.2528686716023,36.048233,-81.903404,359000.0,0
NC,Concord,28027,3.0,2.0,1841.0,0.21,367200.0,1998.0,35.380215,-80.68629,374000.0,0
NC,Mooresboro,28114,3.0,2.0,1512.0,0.82,164500.0,742.0,35.279903,-81.75894,165000.0,0
NC,Mooresville,28117,3.0,3.0,1551.0,0.38814967860422406,485077.28015402576,3002.391146742181,35.56069,-80.86403,499000.0,0
NC,Durham,27703,3.0,2.0,1120.0,0.2299999999999999,265800.0,1800.0,35.975838,-78.834785,275000.0,0
NC,Murphy,28906,3.0,2.0,1376.0,0.5900000000000001,274200.0,1999.0,35.07526,-84.055824,274900.0,0
NC,Hampstead,28443,5.0,5.0,3731.0,0.5399908172635446,1949400.0,6054.0,34.366695,-77.6807,2000000.0,0
NC,Lake Lure,28746,1.0,1.0,690.0,7.5,298200.0,1290.0,35.50377,-82.11345,302000.0,0
NC,Fayetteville,28303,3.0,2.0,1310.0,1.8341289990817267,212300.0,1520.0,35.07558,-78.909164,175000.0,0
NC,Fayetteville,28311,3.0,3.0,2097.0,0.63,306600.0,1900.0,35.222122,-78.85801,309999.0,0
NC,Charlotte,28216,3.0,2.0,1226.0,0.15,282600.0,1674.0,35.301506,-80.90574,300000.0,0
NC,Oriental,28571,3.0,2.0,1654.0,0.1800045913682277,163900.0,1700.0,35.0263,-76.696846,169500.0,0
NC,Rutherfordton,28139,3.0,3.0,1744.0,1.71,319124.14881882886,2645.81319991658,35.404205,-82.03416,315000.0,0
NC,Hubert,28539,3.0,2.0,1219.0,0.2300045913682277,219000.0,1400.0,34.676098,-77.20004,225000.0,0
NC,Greenville,27834,3.0,2.0,1048.0,0.0899908172635445,167800.0,1099.0,35.609325,-77.38856,176900.0,0
NC,Whittier,28789,3.0,2.0,1127.0,0.86,321700.0,1900.0,35.363102,-83.30179,335000.0,0
NC,Apex,27539,3.0,3.0,2018.0,0.26,467300.0,2195.0,35.69223,-78.77743,475000.0,0
NC,Burlington,27217,2.0,1.0,784.0,0.1399999999999999,112875.68668466345,1001.3619049612477,36.106564,-79.439156,110000.0,0
NC,Sanford,27332,3.0,2.0,1512.0,0.67,200000.0,1500.0,35.274204,-79.0636,200000.0,0
NC,Sylva,28779,2.0,2.0,1372.0,0.8,197000.0,1800.0,35.297005,-83.26188,199000.0,0
NC,Statesville,28625,3.0,3.0,2470.0,0.41,296300.0,1831.0,35.83861,-80.85599,329000.0,0
NC,Lake Lure,28746,2.0,1.0,672.0,0.35,354200.0,1200.0,35.430187,-82.20462,365000.0,0
NC,Stanley,28164,4.0,2.0,2082.0,0.26,227000.0,1839.0,35.36171,-81.095924,239900.0,0
NC,Lumberton,28358,3.0,2.0,1498.0,0.7227030303030303,196134.95304010622,1797.1694639053017,34.628555,-79.01278,189000.0,0
NC,Asheville,28806,3.0,1.0,1251.0,0.22,498900.0,2429.0,35.57506,-82.58395,490000.0,0
NC,Charlotte,28277,3.0,2.0,1727.0,0.14,477000.0,2194.0,35.04183,-80.80412,490000.0,0
NC,Newton,28658,4.0,4.0,2873.0,2.79,262000.0,2545.0,35.678555,-81.30399,280000.0,0
NC,Charlotte,28208,3.0,1.0,1010.0,0.3,185300.0,1698.0,35.23375,-80.91093,185000.0,0
NC,Fayetteville,28304,3.0,2.0,1098.0,0.27835999999999994,160000.0,1400.0,35.025024,-78.99473,159900.0,0
NC,Boone,28607,3.0,3.0,4084.0,0.76,583600.0,3148.0,36.218872,-81.697044,625000.0,0
NC,Kings Mountain,28086,3.0,2.0,1225.0,0.55,197900.0,1594.0,35.2712,-81.40771,199000.0,0
NC,Lillington,27546,3.0,2.0,1783.0,2.25,245700.0,1650.0,35.354256,-78.88508,250000.0,0
NC,Pisgah Forest,28768,3.0,3.0,2878.0,0.73,680400.0,3249.0,35.22255,-82.68207,697000.0,0
NC,Marble,28905,2.0,2.0,1624.0,2.11,346800.0,1749.0,35.135075,-83.91547,349800.0,0
NC,Enfield,27823,3.0,1.0,1144.0,0.309,187965.13618173255,1250.0,36.185383,-77.66515,190000.0,0
NC,Jacksonville,28546,4.0,3.0,1726.0,0.3300045913682277,247200.0,1614.0,34.745678,-77.36402,252500.0,0
NC,Fayetteville,28314,3.0,2.0,1536.0,0.2076,211500.0,1450.0,35.069786,-78.98769,190000.0,0
NC,Bryson City,28713,3.0,1.0,919.0,0.12,158012.27176769442,1300.0,35.41096,-83.42289,159900.0,0
NC,Charlotte,28212,4.0,2.0,1540.0,0.29,262600.0,1912.0,35.18797,-80.75093,269000.0,0
NC,Conover,28613,3.0,1.0,1000.0,0.43,139300.0,1400.0,35.778423,-81.21955,139900.0,0
NC,Black Mountain,28711,2.0,3.0,1541.0,0.24,751200.0,2250.0,35.616684,-82.33381,750000.0,0
NC,Saint Pauls,28384,3.0,2.0,1464.0,0.55,235100.0,1500.0,34.820034,-79.000626,235000.0,0
NC,Denver,28037,3.0,3.0,1798.0,0.7194600000000001,318800.0,1825.0,35.483124,-80.99235,315000.0,0
NC,Sanford,28326,4.0,3.0,2414.0,1.13,358700.0,2250.0,35.316463,-79.19789,359000.0,0
NC,Goldsboro,27534,3.0,2.0,1482.0,1.0,152900.0,1500.0,35.325806,-77.93493,160000.0,0
NC,Belhaven,27810,2.0,3.0,1135.0,0.5899908172635445,406000.0,1300.0,35.388535,-76.57792,427000.0,0
NC,Knightdale,27545,3.0,3.0,1707.0,0.2,377700.0,2079.0,35.78867,-78.50782,375000.0,0
NC,Charlotte,28202,3.0,2.0,1710.0,2.8313856749311297,526400.0,2898.0,35.231243,-80.85273,515000.0,0
NC,Maggie Valley,28751,2.0,2.0,816.0,0.46,339100.0,1700.0,35.53347,-83.129555,349000.0,0
NC,Holly Springs,27540,3.0,2.0,1303.0,1.04,302700.0,2323.0,35.570686,-78.8589,299900.0,0
NC,Charlotte,28208,2.0,1.0,926.0,0.3464,190000.0,1599.0,35.263844,-80.886086,190000.0,0
NC,Columbia,27925,3.0,2.0,1353.0,0.226813590449954,158900.0,2175.0,35.918705,-76.2516,159000.0,0
NC,Four Oaks,27524,3.0,3.0,1815.0,0.3299999999999999,268200.0,1850.0,35.44869,-78.4243,279999.0,0
NC,Greenville,27858,3.0,2.0,1339.0,0.4699954086317722,232900.0,1575.0,35.568985,-77.34468,230000.0,0
NC,Taylorsville,28681,3.0,2.0,1098.0,4.11,186900.0,1492.0,35.893974,-81.18284,199900.0,0
NC,Fayetteville,28306,3.0,2.0,1675.0,0.3399999999999999,148100.0,1550.0,34.985138,-78.90702,150000.0,0
NC,Charlotte,28277,5.0,5.0,5170.0,0.3,1056500.0,5077.0,35.03457,-80.8341,1050000.0,0
NC,Vilas,28692,4.0,2.0,1177.0,8.125,255100.0,2310.0,36.29874,-81.78728,285000.0,0
NC,Mooresville,28115,2.0,1.0,908.0,0.16,198500.0,1181.0,35.577717,-80.81425,205000.0,0
NC,Dunn,28334,3.0,2.0,1708.0,0.7,185643.45950887515,1780.0,35.34833,-78.56345,175000.0,0
NC,Dunn,28334,3.0,2.0,1900.0,0.8932181634527087,132000.0,925.0,35.255627,-78.559944,240000.0,0
NC,Whittier,28789,1.0,1.0,584.0,0.83,282500.0,999.0,35.44377,-83.38003,289500.0,0
NC,Wake Forest,27587,4.0,3.0,2958.0,0.25,545125.3270346349,2294.0,35.957157,-78.50566,550000.0,0
NC,Brevard,28712,2.0,2.0,1561.0,1.7,232800.0,2500.0,35.13148,-82.85679,229000.0,0
NC,Murphy,28906,2.0,2.0,1020.0,1.44,255900.0,1900.0,35.04091,-84.060555,269800.0,0
NC,Charlotte,28216,6.0,2.0,992.0,0.28,166900.0,1599.0,35.267357,-80.88526,175000.0,0
NC,Fayetteville,28314,3.0,2.0,1709.0,0.2299999999999999,244400.0,1794.0,35.044224,-79.08087,242000.0,0
NC,Wake Forest,27587,3.0,2.0,1728.0,0.42,354800.0,1998.0,35.97448,-78.499115,349500.0,0
NC,Kinston,28504,3.0,2.0,2040.0,0.4899908172635445,105200.0,1455.0,35.287468,-77.5957,105000.0,0
NC,Sneads Ferry,28460,4.0,3.0,2025.0,0.6,371300.0,2299.0,34.563786,-77.392784,389000.0,0
NC,Lillington,27546,3.0,2.0,1979.0,0.5,301600.0,2100.0,35.394447,-78.81833,327000.0,0
NC,Marion,28752,3.0,2.0,2016.0,1.7,365900.0,1900.0,35.692577,-82.060974,375000.0,0
NC,Elizabeth City,27909,3.0,2.0,1680.0,0.3800045913682277,179700.0,991.0,36.16869,-76.072174,187000.0,0
NC,Burnsville,28714,3.0,2.0,1585.0,0.31,309000.0,1990.0,35.92244,-82.280396,325000.0,0
NC,Clinton,28328,3.0,2.0,1540.0,0.268,213900.0,1400.0,34.91365,-78.255424,229900.0,0
NC,Mooresville,28117,5.0,4.0,3225.0,0.28,552000.0,3272.0,35.602924,-80.885216,550000.0,0
NC,Clayton,27520,4.0,3.0,1578.0,0.1399999999999999,326400.0,1808.0,35.638092,-78.45502,334000.0,0
NC,Winston Salem,27106,3.0,2.0,1898.0,0.34,332700.0,1759.0,36.144882,-80.31486,330000.0,0
NC,Maple Hill,28454,3.0,2.0,1250.0,0.7199954086317722,223000.0,1414.0,34.698654,-77.65336,224000.0,0
NC,Rutherfordton,28139,4.0,2.0,2085.0,1.43,238200.0,1900.0,35.438496,-81.940544,239900.0,0
NC,Charlotte,28216,3.0,1.0,1009.0,0.34,286048.360288205,1579.0,35.345203,-80.90985,299000.0,0
NC,Monroe,28112,5.0,3.0,4647.0,1.13,614200.0,3449.0,34.977577,-80.536316,699000.0,0
NC,Lillington,27546,4.0,3.0,2090.0,1.2,198400.0,1864.0,35.33107,-78.95522,200000.0,0
NC,Raleigh,27603,3.0,2.0,1341.0,0.49,324900.0,1700.0,35.580997,-78.63233,325000.0,0
NC,Robbinsville,28771,2.0,3.0,1770.0,13.78,275656.4330030765,2469.0966499971505,35.282345,-83.72802,265000.0,0
NC,Greenville,27834,4.0,3.0,2558.0,1.18,339807.01594529994,2400.0,35.65685,-77.31356,330000.0,0
NC,Wendell,27591,3.0,2.0,2470.0,0.45,408400.0,1770.0,35.7808,-78.37364,409000.0,0
NC,Lincolnton,28092,4.0,3.0,2478.0,0.348,254900.0,2350.0,35.481735,-81.21431,255000.0,0
NC,Connelly Springs,28612,3.0,2.0,2200.0,10.965,395621.1514201398,2106.3842370351813,35.623943,-81.573456,399000.0,0
NC,Asheville,28806,3.0,1.0,1037.0,0.24,328600.0,1917.0,35.621258,-82.62319,325000.0,0
NC,Charlotte,28208,4.0,2.0,1330.0,0.26,279700.0,1798.0,35.256027,-80.896484,289000.0,0
NC,Brevard,28712,3.0,3.0,2583.0,1.11,439700.0,2999.0,35.097397,-82.87625,460000.0,0
NC,Whittier,28789,2.0,2.0,1600.0,1.82,327041.6586914368,1959.4807613051275,35.393063,-83.31894,329000.0,0
NC,Louisburg,27549,3.0,1.0,981.0,0.2799999999999999,163600.0,1150.0,36.094604,-78.31011,165000.0,0
NC,Otto,28763,3.0,2.0,1280.0,1.23,283900.0,1999.0,35.05193,-83.396736,285000.0,0
NC,Nebo,28761,3.0,2.0,1408.0,20.0,713100.0,1700.0,35.73031,-81.943596,725000.0,0
NC,Cary,27511,4.0,3.0,2008.0,0.42,343600.0,2340.0,35.75901,-78.80487,335000.0,0
NC,Lenoir,28645,3.0,2.0,1646.0,1.05,188900.0,2090.0,35.881535,-81.51908,199900.0,0
NC,Greenville,27858,4.0,2.0,2462.0,0.3800045913682277,425800.0,2035.0,35.59576,-77.35756,419900.0,0
NC,Vass,28394,3.0,3.0,1562.0,1.1592690541781452,302700.0,1849.0,35.24415,-79.20346,300000.0,0
NC,Denver,28037,3.0,2.0,1536.0,0.45,472100.0,1997.0,35.47858,-80.973274,475000.0,0
NC,Whiteville,28472,3.0,2.0,1465.0,6.57,296200.0,1099.0,34.345222,-78.66173,299500.0,0
NC,Canton,28716,3.0,2.0,1440.0,1.19,243100.0,1117.0,35.48504,-82.82566,245000.0,0
NC,Fayetteville,28303,3.0,2.0,1833.0,0.36,159100.0,1557.0,35.09766,-79.01628,159000.0,0
NC,Charlotte,28269,4.0,3.0,2306.0,0.39,344100.0,2415.0,35.32712,-80.78393,350000.0,0
NC,Elizabeth City,27909,2.0,2.0,1352.0,0.0,375600.0,1650.0,36.136753,-76.2037,375000.0,0
NC,Wilson,27893,3.0,2.0,1715.0,0.5,174000.0,1800.0,35.694775,-77.81695,175000.0,0
NC,Kenly,27542,3.0,2.0,3026.0,0.8099999999999999,306200.0,2294.0,35.59149,-78.11996,324900.0,0
NC,Waynesville,28786,2.0,1.0,1020.0,0.2303,198500.0,1450.0,35.468983,-83.00145,199000.0,0
NC,Fayetteville,28314,3.0,2.0,1555.0,0.35,221400.0,1535.0,35.073433,-78.99056,220000.0,0
NC,Waynesville,28786,3.0,2.0,1104.0,0.815,215100.0,1999.0,35.45478,-83.04208,229900.0,0
NC,Gastonia,28054,3.0,2.0,1922.0,0.49,330500.0,1753.0,35.258507,-81.13615,329900.0,0
NC,Siler City,27344,3.0,2.0,1420.0,1.98,204400.0,1895.0,35.668762,-79.35879,200000.0,0
NC,Cary,27513,3.0,3.0,1715.0,0.3,453800.0,2194.0,35.810013,-78.777054,439900.0,0
NC,Cleveland,27013,3.0,2.0,1568.0,3.31,279105.0841443406,1954.1580303544288,35.78753,-80.618904,279000.0,0
NC,Bailey,27807,3.0,3.0,2677.0,1.98,383300.0,2281.0,35.812515,-78.06512,384500.0,0
NC,Hendersonville,28791,4.0,3.0,2016.0,1.0,256600.0,2500.0,35.36687,-82.50082,265000.0,0
NC,Lake Lure,28746,2.0,2.0,1816.0,0.99,425200.0,1700.0,35.43801,-82.17956,425000.0,0
NC,Sneads Ferry,28460,3.0,2.0,1492.0,1.73,315200.0,2050.0,34.530415,-77.419815,339500.0,0
NC,Mills River,28759,3.0,2.0,1639.0,0.17,391700.0,2400.0,35.408043,-82.542076,389900.0,0
NC,Waynesville,28786,2.0,2.0,990.0,0.27,234700.0,1794.0,35.48592,-82.974754,249000.0,0
NC,Hendersonville,28791,3.0,3.0,2027.0,1.09,552900.0,2199.0,35.354485,-82.53518,550000.0,0
NC,Connelly Springs,28612,2.0,2.0,1817.0,0.7,229854.93801792085,1550.0,35.72708,-81.47556,220000.0,0
NC,Hot Springs,28743,3.0,2.0,2341.0,12.6,193700.0,3099.0,35.71542,-82.87908,225000.0,0
NC,Fuquay Varina,27526,3.0,2.0,1371.0,0.6900000000000001,352300.0,1879.0,35.620598,-78.73174,350000.0,0
NC,Charlotte,28212,3.0,3.0,1638.0,0.41,378000.0,2256.0,35.175068,-80.73529,375000.0,0
NC,Lake Lure,28746,3.0,2.0,1546.0,0.54,595000.0,3563.0,35.43874,-82.24379,625000.0,0
NC,Hickory,28602,3.0,2.0,1367.0,0.33,189700.0,1749.0,35.722363,-81.334206,203000.0,0
NC,Dunn,28334,2.0,3.0,1589.0,1.29,328700.0,1500.0,35.2041,-78.59555,345000.0,0
NC,Huntersville,28078,5.0,4.0,3474.0,0.13,728400.0,3200.0,35.428516,-80.85188,725000.0,0
NC,Apex,27539,5.0,4.0,3290.0,0.31,741800.0,3046.0,35.64699,-78.73287,755000.0,0
NC,Southport,28461,3.0,2.0,1880.0,0.2800045913682277,345200.0,2900.0,33.93881,-78.0551,365000.0,0
